Address,Area(In Sq.Feet),Road,Price(Float),Bedroom,Bathroom,Face,Floors,City
Hepali Height,1369.0,13.0,33500000,4,5.0,North East,2.5,Kathmandu
Dhapakhel,752.95,13.0,19000000,6,4.0,South,3.0,Lalitpur
Mandikhatar,1060.975,13.0,26500000,6,4.0,West,2.5,Kathmandu
Bhaisepati,1437.45,13.0,45000000,5,4.0,South East,2.5,Lalitpur
Ochu Height,1026.75,13.0,23000000,4,3.0,West,2.5,Lalitpur
Imadol,1060.975,13.0,24000000,4,4.0,East,3.0,Lalitpur
Jagdol,1095.2,13.0,9000000,5,1.0,East,2.0,Kathmandu
Tikathali,752.95,13.0,19500000,5,3.0,West,2.5,Lalitpur
Attarkhel,1095.2,13.0,30000000,8,3.0,East,3.0,Kathmandu
Kusunti,1095.2,13.0,24000000,5,4.0,South,2.5,Lalitpur
Imadol,1095.2,13.0,27500000,4,4.0,East,2.5,Lalitpur
Rudreshwor,1711.25,13.0,35000000,5,5.0,West,2.5,Kathmandu
Hattigaunda,1745.475,13.0,39000000,5,7.0,North,3.5,Kathmandu
Bhangal,1711.25,13.0,34000000,3,5.0,South West,2.5,Kathmandu
Budhanilkantha,2053.5,13.0,37000000,6,5.0,North,2.5,Kathmandu
Bhangal,1060.975,13.0,32000000,5,6.0,North,2.5,Kathmandu
Nakkhu,1403.225,13.0,36000000,4,5.0,South West,2.5,Lalitpur
Shankhamul,1369.0,13.0,40000000,7,3.0,West,2.5,Kathmandu
Kapan,1403.225,13.0,35500000,5,1.0,West,2.5,Kathmandu
Bhaisepati,1711.25,13.0,50000000,4,3.0,East,2.5,Lalitpur
Tikathali,1026.75,13.0,23000000,7,3.0,South,2.5,Lalitpur
Budhanilkantha,2738.0,13.0,52500000,9,4.0,North,3.0,Kathmandu
Lamathumki,1026.75,13.0,17000000,5,3.0,South,2.0,Kathmandu
Setipakha,1369.0,13.0,26500000,8,8.0,West,3.0,Lalitpur
Thaiba,1095.2,13.0,24000000,4,3.0,East,2.5,Lalitpur
Imadol,1060.975,13.0,21500000,4,3.0,South,2.5,Lalitpur
Balkot,1711.25,13.0,24000000,6,3.0,East,2.5,Bhaktapur
Ochu Height,1711.25,13.0,41000000,8,6.0,East,3.5,Lalitpur
Bhaisepati,2053.5,13.0,70000000,4,5.0,West,3.5,Lalitpur
Budhanilkantha,1369.0,13.0,38500000,7,5.0,North East,2.5,Kathmandu
Bafal,1369.0,13.0,37500000,7,4.0,East,2.0,Kathmandu
Naikap,2806.45,13.0,47500000,7,6.0,North,3.0,Kathmandu
Hattigaunda,1369.0,13.0,34000000,4,3.0,South East,3.0,Kathmandu
Lubhu,752.95,13.0,17000000,6,2.0,North East,2.5,Lalitpur
Imadol,1711.25,13.0,36000000,4,1.0,North,3.0,Lalitpur
Golfutar,1060.975,13.0,22500000,6,3.0,North East,3.0,Kathmandu
Budhanilkantha,1369.0,13.0,34500000,6,5.0,West,2.5,Kathmandu
Budhanilkantha,1129.425,13.0,24500000,3,3.0,West,2.5,Kathmandu
Satungal,1026.75,13.0,21000000,7,3.0,South East,3.0,Kathmandu
sitapaila,2806.45,13.0,54000000,1,1.0,South West,2.5,Kathmandu
Samakhushi chowk,1369.0,13.0,33000000,6,5.0,North,2.5,Kathmandu
Budhanilkantha,2806.45,13.0,55000000,4,4.0,North East,2.5,Kathmandu
Budhanilkantha,1711.25,13.0,45000000,6,5.0,West,2.5,Kathmandu
Chyasal,1026.75,13.0,22500000,7,4.0,West,3.0,Lalitpur
Narayantar,1095.2,13.0,30000000,6,3.0,South,3.0,Kathmandu
Bafal,2840.675,13.0,60000000,4,5.0,East,3.5,Kathmandu
Imadol,1369.0,13.0,29000000,5,4.0,North,2.5,Lalitpur
Bhaisepati,1129.425,13.0,32500000,4,4.0,South West,2.5,Lalitpur
Kusunti,1026.75,13.0,23000000,4,3.0,East,2.5,Lalitpur
Pasikot,1369.0,13.0,35000000,5,4.0,South East,2.5,Kathmandu
Sitapaila,1403.225,13.0,27000000,4,3.0,East,2.5,Kathmandu
Bhaisepati,1369.0,13.0,27500000,3,4.0,West,2.5,Lalitpur
Tokha,1026.75,13.0,26500000,6,3.0,West,2.5,Kathmandu
Imadol,1095.2,13.0,24000000,4,3.0,East,2.5,Lalitpur
Gairi Gaun,1129.425,13.0,22000000,5,3.0,South East,2.5,Kathmandu
Matatirtha,1437.45,13.0,29000000,5,6.0,North West,3.0,Kathmandu
Gongabu,1711.25,13.0,37000000,8,4.0,North East,3.5,Kathmandu
Birendra Chowk,1437.45,13.0,30500000,5,4.0,South,2.5,Kathmandu
Balkumari,1471.675,13.0,47000000,5,4.0,South,3.0,Lalitpur
Sitapaila,752.95,13.0,23500000,3,3.0,South East,2.5,Kathmandu
Ekatabasti,1026.75,13.0,31000000,6,4.0,East,2.5,Kathmandu
Bhaisepati,2224.625,13.0,37500000,4,4.0,North West,2.5,Lalitpur
Chapali,1129.425,13.0,29500000,7,3.0,East,3.0,Kathmandu
Hattigauda,1711.25,13.0,34500000,5,5.0,South,3.0,Kathmandu
Thulo Bharyang,1197.875,13.0,32500000,5,4.0,South,3.0,Kathmandu
Golfutar,2139.0625,13.0,40000000,4,5.0,North,3.0,Kathmandu
Bafal,1369.0,13.0,28500000,5,3.0,South West,2.0,Kathmandu
Hattigauda,2224.625,13.0,36500000,5,3.0,North East,3.0,Kathmandu
Satungal,1240.65625,13.0,18000000,5,4.0,East,2.5,Kathmandu
Sanobharyang,1197.875,13.0,23000000,6,4.0,West,2.5,Kathmandu
Bafal,1197.875,13.0,22500000,5,3.0,East,2.5,Kathmandu
United colony,1882.375,13.0,35000000,5,4.0,West,3.0,Lalitpur
Imadol,1112.3125,13.0,20500000,4,4.0,North,3.0,Lalitpur
Nagarjun,855.625,13.0,18500000,5,3.0,North East,2.5,Kathmandu
Imadol,1197.875,13.0,31500000,4,4.0,North,3.0,Lalitpur
Bhaisepati,1882.375,13.0,53000000,4,4.0,South,2.0,Lalitpur
Nagarjun,1711.25,13.0,31500000,5,2.0,South East,2.0,Kathmandu
Dhapasi,1112.3125,13.0,23000000,4,3.0,North East,3.0,Kathmandu
Hattiban,1540.125,13.0,46000000,4,4.0,East,3.0,Lalitpur
Budhanilkantha,941.1875,13.0,16000000,3,3.0,South West,3.0,Kathmandu
Naikap,941.1875,13.0,17000000,5,5.0,East,2.0,Kathmandu
Imadol,1026.75,13.0,23500000,4,4.0,North,3.0,Lalitpur
Bhaisepati,1133.703125,13.0,28500000,4,4.0,East,2.0,Lalitpur
Imadol,1197.875,13.0,21400000,4,4.0,North East,2.5,Lalitpur
Goldhunga,1197.875,13.0,17800000,9,3.0,East,3.0,Kathmandu
Sitapaila,1369.0,13.0,25500000,6,6.0,East,3.0,Kathmandu
Tikathali,1112.3125,13.0,19500000,5,3.0,North,3.0,Lalitpur
Syuchatar,1026.75,13.0,24800000,5,4.0,South,3.0,Kathmandu
Swayambhu,2053.5,13.0,50000000,5,3.0,South,2.0,Kathmandu
Guheshwori,919.796875,13.0,21500000,8,4.0,West,2.0,Kathmandu
Koteshwor,1711.25,13.0,38000000,6,4.0,West,3.0,Kathmandu
Sitapaila,1197.875,13.0,21000000,5,2.0,South,2.0,Kathmandu
Imadol,1133.703125,13.0,22000000,5,5.0,East,2.5,Lalitpur
Tarkeshwor,1197.875,13.0,36000000,6,4.0,North West,3.0,Kathmandu
Syuchatar,1369.0,13.0,25000000,7,5.0,North East,3.0,Kathmandu
Bafal,1540.125,13.0,24500000,7,3.0,North,2.5,Kathmandu
Budhanilkantha,2053.5,13.0,59500000,5,5.0,South,3.0,Kathmandu
Kapan,1540.125,13.0,27200000,6,3.0,East,2.5,Kathmandu
Budhanilkantha,1711.25,13.0,42500000,5,4.0,South East,3.0,Kathmandu
Syuchatar,1369.0,13.0,24500000,7,4.0,East,2.0,Kathmandu
Syuchatar,1283.4375,13.0,22400000,6,4.0,North East,3.0,Kathmandu
Pepsicola,855.625,13.0,15000000,4,2.0,North West,2.0,Kathmandu
Budhanilkantha,1026.75,13.0,25000000,9,3.0,South,3.0,Kathmandu
Madhyapur Thimi,1710.0,13.0,39800000,8,4.0,East,3.0,Bhaktapur
Budhanilkantha,1197.875,13.0,24500000,6,4.0,East,2.5,Kathmandu
Imadol,1026.75,13.0,21500000,4,4.0,East,3.0,Lalitpur
Imadol,1347.609375,13.0,27000000,2,3.0,North East,3.0,Lalitpur
Kadaghari,1112.3125,13.0,21000000,6,4.0,West,2.5,Kathmandu
Boudha,1262.046875,13.0,26500000,5,3.0,North,2.5,Kathmandu
Samakhusi,1026.75,13.0,34500000,4,4.0,East,3.0,Kathmandu
Bhaisepati,1197.875,13.0,38000000,4,4.0,East,3.0,Lalitpur
Budhanilkantha,1711.25,13.0,45000000,6,4.0,East,3.0,Kathmandu
Imadol,1197.875,13.0,24500000,4,4.0,East,3.0,Lalitpur
Mahalaxmisthan,1369.0,13.0,26500000,4,4.0,North West,3.0,Lalitpur
Imadol,1026.75,13.0,18500000,4,4.0,North,2.5,Lalitpur
Budhanilkantha,3123.03125,13.0,60000000,7,4.0,East,2.5,Kathmandu
Imadol,1026.75,13.0,18500000,4,3.0,North,2.5,Lalitpur
Chappal Karkhana,1026.75,13.0,32000000,4,5.0,South West,3.0,Kathmandu
Budhanilkantha,1625.6875,13.0,45000000,5,4.0,South,3.0,Kathmandu
Kadaghari,1048.140625,13.0,19000000,6,3.0,South,3.5,Kathmandu
Imadol,1197.875,13.0,23500000,4,4.0,South,2.5,Lalitpur
Imadol,1026.75,13.0,21500000,4,3.0,East,3.0,Lalitpur
Imadol,1197.875,13.0,22500000,4,4.0,East,3.0,Lalitpur
Imadol,1796.8125,13.0,32500000,6,5.0,South East,3.0,Lalitpur
Hattigauda,1882.375,13.0,45000000,5,4.0,East,3.0,Kathmandu
Budhanilkantha,2738.0,13.0,42500000,5,5.0,East,3.0,Kathmandu
Dhapakhel,1711.25,13.0,28000000,6,3.0,East,3.0,Lalitpur
Bhangal,1454.5625,13.0,16500000,5,4.0,South West,3.0,Kathmandu
Tokha,1369.0,13.0,37500000,6,4.0,East,3.0,Kathmandu
Dhapasi,1026.75,13.0,21000000,5,3.0,West,2.0,Kathmandu
Imadol,1026.75,13.0,23500000,5,3.0,East,3.0,Lalitpur
Bhaisepati,1369.0,13.0,46500000,4,4.0,East,3.0,Lalitpur
Changunarayan,1048.140625,13.0,18000000,5,3.0,South East,3.0,Bhaktapur
Imadol,1369.0,13.0,29500000,6,4.0,South East,3.0,Lalitpur
Imadol,1026.75,13.0,21000000,4,4.0,North,3.0,Lalitpur
Raniban,1711.25,13.0,47500000,5,5.0,South,3.0,Kathmandu
Raniban,1026.75,13.0,30000000,3,3.0,West,2.0,Kathmandu
Kavresthali,1454.5625,13.0,24000000,5,3.0,East,2.0,Kathmandu
Imadol,1197.875,13.0,25000000,5,3.0,South West,2.5,Lalitpur
Imadol,1197.875,13.0,28700000,5,4.0,East,2.5,Lalitpur
Imadol,1112.3125,13.0,27000000,5,4.0,South,3.0,Lalitpur
Bohoratar,3422.5,13.0,48500000,4,4.0,West,2.0,Kathmandu
Imadol,1026.75,13.0,24000000,4,3.0,East,2.5,Lalitpur
Minbhawan,1711.25,13.0,39000000,4,4.0,South West,3.0,Kathmandu
Naya naikap,1711.25,13.0,35000000,6,5.0,South East,3.5,Kathmandu
Near golfutar,1197.87,13.0,22000000,6,3.0,North East,2.5,Kathmandu
Near grandy housing,1689.85,13.0,22000000,5,4.0,North West,2.5,Kathmandu
Near har har mahadev,1475.95,13.0,18500000,6,3.0,North West,2.5,Kathmandu
Near him shikhar school,1197.87,13.0,17500000,6,4.0,South West,3.5,Kathmandu
Near matribhumi school,1112.31,13.0,24000000,4,3.0,South,2.5,Bhaktapur
Om chowk,983.96,13.0,14500000,4,3.0,West,2.5,Kathmandu
Pasikot,1369.0,13.0,24500000,6,5.0,South East,2.5,Kathmandu
Sanagau,962.57,13.0,13500000,5,3.0,West,2.5,Lalitpur
Sanepa,1711.25,13.0,63500000,5,6.0,North East,2.5,Lalitpur
Sheetal tole,1197.87,13.0,19000000,5,3.0,South,2.5,Lalitpur
Sitapaila,1283.43,13.0,21500000,4,4.0,East,2.5,Kathmandu
Sunakothi,1711.25,13.0,22500000,3,3.0,South East,2.5,Lalitpur
Sunakothi,2053.5,13.0,35000000,3,3.0,South East,2.5,Lalitpur
Bhaisepati,1369.0,13.0,25000000,6,4.0,North,3.0,Lalitpur
Kageshwori Manohara,1048.140625,13.0,18500000,6,3.0,South West,3.0,Kathmandu
Budhanilkantha,1369.0,13.0,37500000,6,5.0,North,3.0,Kathmandu
Sainbu,1026.75,13.0,25000000,5,5.0,East,3.5,Lalitpur
Kapan,1732.640625,13.0,29500000,7,3.0,South,3.0,Kathmandu
Maitidevi,1754.03,13.0,39000000,9,5.0,South West,3.5,Kathmandu
Madhyapur thimi,941.18,13.0,17200000,5,3.0,North East,3.0,Bhaktapur
Balkot,1369.0,13.0,14500000,5,3.0,West,2.5,Bhaktapur
Basundhara,2395.75,13.0,72500000,9,6.0,East,2.5,Kathmandu
Boudha,855.62,13.0,21000000,9,3.0,South West,2.5,Kathmandu
Budhanilkantha,2053.5,13.0,32000000,5,4.0,South,2.5,Kathmandu
Budhanilkantha,2053.5,13.0,41000000,5,5.0,South,2.5,Kathmandu
Budhanilkantha,1540.12,13.0,33000000,7,3.0,South East,3.0,Kathmandu
Gathaghar,1882.37,13.0,39000000,7,4.0,West,3.0,Bhaktapur
Gatthaghar,2053.5,13.0,37500000,9,6.0,North,3.5,Bhaktapur
Gothatar,898.4,13.0,12500000,4,2.0,East,2.0,Kathmandu
Maharajgung,1369.0,13.0,24000000,4,2.0,East,2.0,Kathmandu
Ici mod,2224.62,13.0,29000000,6,4.0,South East,2.5,Lalitpur
Imadol,1026.75,13.0,18500000,4,4.0,West,2.5,Lalitpur
Imadol,1026.75,13.0,19900000,4,2.0,South,2.0,Lalitpur
Imadol,1026.75,13.0,26000000,6,3.0,East,3.0,Lalitpur
Imadol,1197.87,13.0,28500000,6,3.0,South,2.5,Lalitpur
Imadole,1197.87,13.0,29500000,5,3.0,East,2.5,Kathmandu
Jadibuti,1112.31,13.0,29500000,8,4.0,North,3.5,Kathmandu
Kadaghari,1369.0,13.0,29500000,6,3.0,South,3.0,Kathmandu
Kapan,1540.12,13.0,20000000,8,3.0,South East,3.0,Kathmandu
Lamatar,1197.87,13.0,17500000,2,3.0,South,2.5,Lalitpur
Imadol,1026.75,13.0,17000000,6,3.0,North West,2.5,Kathmandu
Jhamsikhel,1026.75,13.0,41000000,6,5.0,South East,3.0,Lalitpur
Budhanilkantha,1369.0,13.0,33500000,6,5.0,North,3.0,Kathmandu
Hattigauda,1711.25,13.0,33400000,5,5.0,South West,3.0,Kathmandu
Budhanilkantha,1711.25,13.0,33000000,5,6.0,North,3.0,Kathmandu
Balaju,1796.8125,13.0,26000000,4,3.0,East,2.0,Kathmandu
Budhanilkantha,1369.0,13.0,30500000,5,5.0,West,2.0,Kathmandu
Imadol,1112.3125,13.0,26500000,5,4.0,North,3.0,Lalitpur
Imadol,855.625,13.0,20500000,4,3.0,North East,3.0,Lalitpur
Imadol,1197.875,13.0,26000000,4,4.0,East,3.0,Lalitpur
Budhanilkantha,1369.0,13.0,28000000,6,6.0,South East,3.0,Kathmandu
Imadol,1197.875,13.0,22500000,4,4.0,South,3.0,Lalitpur
Mandikatar,120.0,13.0,25000000,7,5.0,West,3.0,Kathmandu
Budhanilkantha,1369.0,13.0,26500000,6,6.0,East,3.0,Kathmandu
Sirutar,1711.25,13.0,26000000,3,3.0,South West,2.0,Bhaktapur
Chandragiri,855.625,13.0,12900000,4,3.0,South,3.0,Kathmandu
Kapan,1390.390625,13.0,28000000,6,3.0,North,3.0,Kathmandu
Naikap,1369.0,13.0,22500000,5,3.0,East,3.0,Kathmandu
Budhanilkantha,2395.75,13.0,57000000,4,4.0,South West,3.0,Kathmandu
Imadol,1112.3125,13.0,25000000,5,4.0,East,3.5,Lalitpur
Budhanilkantha,2909.125,13.0,55000000,4,4.0,North East,2.0,Kathmandu
Mandikatar,1711.25,13.0,35000000,5,4.0,East,2.0,Kathmandu
Imadol,1026.75,13.0,17500000,5,3.0,South,3.0,Lalitpur
Lubhu,1711.25,13.0,27500000,4,2.0,West,3.0,Lalitpur
Imadol,1026.75,13.0,23500000,4,4.0,South,2.5,Lalitpur
Hattigauda,1711.25,13.0,31000000,6,5.0,North,3.0,Kathmandu
Imadol,1197.84,13.0,21000000,4,4.0,East,3.0,Lalitpur
Budhanilkantha,1026.75,13.0,22500000,4,3.0,South,2.0,Kathmandu
Budhanilkantha,1433.171875,13.0,28000000,5,3.0,North West,3.0,Kathmandu
Gothatar,1112.3125,13.0,15800000,2,1.0,East,2.0,Kathmandu
Baluwatar,2738.0,13.0,56000000,4,4.0,North,3.0,Kathmandu
Harisiddhi,1197.875,13.0,22000000,5,3.0,South,3.0,Lalitpur
Kapan,1796.8125,13.0,23500000,5,5.0,South West,3.0,Kathmandu
Budhanilkantha,1454.5625,13.0,42500000,5,4.0,West,3.0,Kathmandu
Chakupat,1625.6875,13.0,35000000,5,3.0,South,3.0,Lalitpur
Tokha,1112.3125,13.0,22000000,5,5.0,East,3.0,Kathmandu
Nepaltar,1197.875,13.0,25000000,8,5.0,East,3.0,Kathmandu
Bhaisepati,1283.4375,13.0,30000000,4,3.0,West,3.0,Lalitpur
Sitapaila,1369.0,13.0,24000000,4,4.0,East,2.5,Kathmandu
Imadol,1197.875,13.0,21000000,4,3.0,East,2.5,Lalitpur
Kadaghari,1197.875,13.0,27000000,6,3.0,North,3.0,Kathmandu
Sano Bharyang,2053.5,13.0,50000000,5,3.0,South East,3.0,Kathmandu
Imadol,1197.875,13.0,19000000,4,3.0,North West,2.5,Lalitpur
Sitapaila,1240.65625,13.0,23500000,7,3.0,East,2.0,Kathmandu
Near Grande Hospital,1048.14,13.0,26000000,3,4.0,West,2.5,Kathmandu
Nakkhu,1454.5625,13.0,36000000,4,5.0,South west,2.5,Lalitpur
Nakhipot,1060.0,13.0,22500000,4,4.0,West,3.0,Lalitpur
Naikap,1369.0,13.0,27500000,5,3.0,South east,2.5,Kathmandu
Naikap,1369.0,13.0,27500000,6,5.0,East,2.5,Kathmandu
Naikap,1369.0,13.0,26000000,3,3.0,East,2.5,Kathmandu
Mandikataar,1711.25,13.0,28000000,6,4.0,East,2.5,Kathmandu
Man B Marga,1369.0,13.0,27000000,5,5.0,East,2.5,Kathmandu
Nakhipot,1197.875,13.0,26500000,5,4.0,North,3.0,Lalitpur
Nakkhu,1197.875,13.0,39000000,5,6.0,East,3.5,Lalitpur
Pasikot,2053.5,13.0,32000000,5,4.0,South east,2.5,Kathmandu
Sanogaun,1197.875,13.0,18500000,5,3.0,East,2.5,Lalitpur
Sankhamul,1026.75,13.0,37000000,6,3.0,East,3.5,Kathmandu
Sanepa,3080.25,13.0,77000000,6,4.0,East,2.5,Kathmandu
Sanagaun,1369.0,13.0,32500000,5,4.0,East,2.5,Lalitpur
Sanagaun,1967.93,13.0,28000000,5,3.0,East,2.5,Lalitpur
Samakhusi,1026.75,13.0,34500000,4,4.0,East,2.5,Kathmandu
Samakhusi,1369.0,13.0,32000000,6,5.0,East,2.5,Kathmandu
Sallaghari,1369.0,13.0,25000000,6,3.0,North west,2.5,Bhaktapur
Saibu,855.625,13.0,21500000,5,3.0,West,2.5,Lalitpur
Naya Naikap,1454.5625,13.0,29000000,7,4.0,South East,3.5,Kathmandu
Tikathali,1133.7,13.0,25000000,4,4.0,East,2.5,Lalitpur
Tikathali,1112.3125,13.0,25000000,6,3.0,South West,2.5,Lalitpur
Tikathali,1112.3125,13.0,25000000,6,5.0,South,2.5,Lalitpur
Tikathali,1026.75,13.0,24100000,7,3.0,North West,2.5,Lalitpur
Tikathali,1112.3125,13.0,23500000,5,4.0,South East,2.5,Lalitpur
Tikathali,1026.75,13.0,23000000,4,4.0,East,2.5,Lalitpur
Tikathali,941.1875,13.0,19900000,5,4.0,East,3.0,Lalitpur
Tikathali,1026.75,13.0,18500000,4,2.0,South,2.5,Lalitpur
Narayanthan,1369.0,13.0,22000000,6,4.0,East,2.5,Kathmandu
Tikathali,1155.09,13.0,22500000,4,4.0,South,2.5,Lalitpur
Shital Height,1026.75,13.0,19500000,4,4.0,North,2.5,Lalitpur
Sanothimi,1625.68,13.0,38000000,6,4.0,West,2.5,Bhaktapur
"Near Golbhatta, Imadol",1026.75,13.0,23500000,4,4.0,South,2.5,Lalitpur
Nayabasti,1197.87,13.0,27500000,5,4.0,East,2.5,Lalitpur
Nayabasti,1069.53,13.0,26000000,5,4.0,North east,2.5,Lalitpur
Thankot,1369.0,13.0,26000000,5,4.0,North east,2.5,Kathmandu
Rudreshwor,2738.0,13.0,42500000,5,5.0,East,2.5,Kathmandu
Samakhusi,1369.0,13.0,27500000,6,3.0,West,3.0,Kathmandu
Tokha,1369.0,13.0,23000000,6,5.0,East,3.0,Kathmandu
Ekatabasti,2139.0625,13.0,36000000,5,5.0,East,3.0,Kathmandu
Swayambhu,1112.3125,13.0,20600000,5,3.0,North East,3.0,Kathmandu
Ekatabasti,1369.0,13.0,29900000,7,7.0,South East,3.0,Kathmandu
Ekatabasti,1369.0,13.0,29900000,7,5.0,South West,3.0,Kathmandu
Baluwatar,2053.5,13.0,60000000,5,5.0,North East,3.0,Kathmandu
Imadol,1369.0,13.0,24900000,6,3.0,South East,3.0,Lalitpur
Dhapasi,1454.5625,13.0,25500000,5,6.0,East,3.0,Kathmandu
Gongabu,1197.875,13.0,26000000,4,3.0,North,2.5,Kathmandu
Samakhusi,1026.75,13.0,22500000,9,4.0,South,3.0,Kathmandu
Budhanilkantha,1796.8125,13.0,25500000,6,4.0,East,3.0,Kathmandu
Basbari,1711.25,13.0,28000000,2,4.0,South,3.0,Kathmandu
Sitapaila,1112.3125,13.0,18000000,4,4.0,North,3.0,Kathmandu
Maharajgunj,3080.25,13.0,70000000,5,5.0,North,3.0,Kathmandu
Bhangal,1454.5625,13.0,21500000,5,5.0,East,3.0,Kathmandu
Bhangal,1454.5625,13.0,21000000,5,4.0,West,2.0,Kathmandu
Nakkhu,1026.75,13.0,18000000,4,5.0,North,3.0,Lalitpur
Tokha,1112.3125,13.0,14200000,4,2.0,West,2.0,Kathmandu
Pepsicola,1112.3125,13.0,21500000,6,6.0,East,2.5,Kathmandu
Bhangal,1454.5625,13.0,21500000,5,5.0,South,3.0,Kathmandu
Ramkot,1197.875,13.0,19000000,2,4.0,South,2.5,Kathmandu
Rajkulo,1026.75,13.0,28100000,5,4.0,North,3.0,Lalitpur
Rajkulo,1060.975,13.0,20800000,5,5.0,North,3.0,Lalitpur
Pepsicola,1454.5625,13.0,25500000,6,4.0,West,2.5,Kathmandu
Pasikot height,1711.25,13.0,36000000,6,5.0,North east,2.5,Kathmandu
Chappal karkhana,1026.75,13.0,32000000,4,5.0,South west,2.5,Kathmandu
Mandikatar,1369.0,13.0,27600000,7,6.0,East,3.0,Kathmandu
Chapali,1711.25,13.0,31000000,4,5.0,City,2.5,Kathmandu
Changathali,1026.75,13.0,18000000,4,3.0,North west,2.5,Lalitpur
Imadol,1454.5625,13.0,19700000,4,4.0,South,3.0,Lalitpur
Mandikatar,1112.3125,13.0,19900000,6,4.0,South East,3.0,Kathmandu
Chabahil,1369.0,13.0,29500000,5,4.0,East,2.5,Kathmandu
Mandikatar,1711.25,13.0,27800000,6,3.0,East,3.0,Kathmandu
Hattigauda,2139.0625,13.0,35500000,5,5.0,North West,3.0,Kathmandu
Pepsicola,1112.3125,13.0,13500000,4,3.0,South East,3.0,Kathmandu
Golfutar,1026.75,13.0,18000000,6,4.0,East,3.0,Kathmandu
Imadol,1197.875,13.0,19500000,5,3.0,North,3.0,Lalitpur
Tikathali,1369.0,13.0,17000000,3,2.0,West,2.0,Lalitpur
Thaiba,1390.390625,13.0,19000000,4,4.0,East,3.0,Lalitpur
Dhumbarahi,2738.0,13.0,62000000,7,7.0,East,3.0,Kathmandu
Hattigauda,3165.8125,13.0,45000000,6,6.0,East,3.0,Kathmandu
Tikathali,1197.875,13.0,25000000,3,3.0,South west,2.5,Lalitpur
Kapan,1369.0,13.0,27000000,5,5.0,East,2.5,Kathmandu
Kapan,1437.45,13.0,26500000,5,5.0,East,2.5,Kathmandu
Kapan,1197.875,13.0,24000000,7,4.0,West,3.5,Kathmandu
Kadaghari,1283.4375,13.0,21500000,6,3.0,East,3.0,Kathmandu
Jyotinagar,1540.125,13.0,26000000,5,5.0,south,2.5,Kathmandu
Jyotinagar,1069.53,13.0,22500000,5,4.0,East,2.5,Kathmandu
Kapan,1369.0,13.0,28000000,7,4.0,East,2.5,Kathmandu
Jorpati,1200.0,13.0,30000000,8,3.0,East,3.0,Kathmandu
Jorpati,1197.875,13.0,20000000,5,2.0,East,2.0,Kathmandu
Kageshwori Manohara,1197.87,13.0,27000000,6,3.0,North,2.5,Kathmandu
Khumaltar,1155.09,13.0,36500000,3,4.0,East,2.5,Lalitpur
Imadol,1026.75,13.0,20000000,4,3.0,East,2.5,Lalitpur
Imadol,900.0,13.0,19500000,5,5.0,East,2.5,Lalitpur
Gairigaun,1711.25,13.0,27500000,7,4.0,East,2.5,Kathmandu
Dhungedhara,1026.75,13.0,33000000,5,4.0,West,3.0,Kathmandu
Dhapasi,1711.25,13.0,32500000,5,5.0,City,2.5,Kathmandu
Dhapasi,1711.25,13.0,32000000,6,5.0,East,2.5,Kathmandu
Thankot,1026.75,13.0,14500000,2,3.0,South East,2.5,Kathmandu
jorpati,1219.26,13.0,27000000,6,3.0,South east,2.5,Kathmandu
Kapan,1540.125,13.0,33000000,6,3.0,East,3.0,Kathmandu
Tokha,1112.3125,13.0,26000000,3,4.0,South West,3.0,Kathmandu
Hepali Height,1471.675,13.0,46500000,6,6.0,West,3.0,Kathmandu
Imadol,1197.87,13.0,27000000,6,4.0,North east,2.5,Lalitpur
Imadol,1197.875,13.0,34000000,6,4.0,East,3.0,Lalitpur
Imadol,1369.0,13.0,32500000,5,4.0,North,2.5,Lalitpur
Imadol,1026.75,13.0,26500000,5,3.0,West,3.0,Lalitpur
Imadol,1026.75,13.0,26000000,6,3.0,East,3.0,Lalitpur
Imadol,1112.31,13.0,25000000,7,4.0,North,2.5,Lalitpur
Imadol,1069.53,13.0,25000000,4,3.0,South east,2.5,Lalitpur
Imadol,1369.0,13.0,25000000,4,4.0,North East,2.5,Lalitpur
Imadol,1112.31,13.0,24000000,4,3.0,East,2.5,Lalitpur
Imadol,1048.14,13.0,24000000,4,3.0,East,2.5,Lalitpur
Imadol,1026.75,13.0,23500000,4,4.0,East,2.5,Lalitpur
Imadol,1026.75,13.0,23500000,5,4.0,East,2.5,Lalitpur
Imadol,1026.75,13.0,23000000,4,4.0,West,2.5,Lalitpur
Imadol,1026.75,13.0,22500000,4,4.0,West,2.5,Lalitpur
Imadol,1048.14,13.0,22000000,4,3.0,East,2.5,Lalitpur
Imadol,1048.14,13.0,24500000,4,5.0,East,3.0,Lalitpur
Imadol,855.625,13.0,20600000,6,3.0,West,2.5,Lalitpur
Imadol,1026.75,13.0,23500000,4,3.0,East,2.5,Lalitpur
Dhapasi,1369.0,13.0,29500000,5,4.0,East,2.5,Kathmandu
Dhapasi,1026.75,13.0,29500000,5,3.0,West,2.5,Kathmandu
Dhalpa,1000.0,13.0,16500000,8,3.0,South,3.0,Kathmandu
Greenland,1369.0,13.0,27500000,5,5.0,East,2.5,Kathmandu
Gothatar,1069.53125,13.0,24000000,6,3.0,East,2.5,Kathmandu
hattigauda,2395.75,13.0,34000000,6,4.0,South west,2.5,Kathmandu
Lamatar,1369.0,13.0,21000000,7,3.0,West,2.5,Lalitpur
